VECTOR,20000,3
"3D Crown"
1,12539,30272,-7999
1,12274,30381,-7878
1,12009,30486,-7517
1,11742,30590,-6928
1,11475,30691,-6128
1,11207,30790,-5142
1,10937,30887,-4000
1,10667,30981,-2736
1,10397,31073,-1389
1,10125,31163,0
1,9853,31250,1389
1,9580,31335,2735
1,9306,31417,3999
1,9031,31497,5142
1,8756,31575,6128
1,8480,31650,6928
1,8204,31723,7517
1,7927,31793,7878
1,7649,31861,7999
1,7371,31927,7878
1,7092,31990,7517
1,6812,32050,6928
1,6532,32109,6128
1,6252,32164,5142
1,5971,32218,4000
1,5689,32269,2736
1,5408,32317,1389
1,5125,32363,0
1,4843,32407,-1388
1,4560,32448,-2735
1,4276,32486,-3999
1,3993,32522,-5142
1,3709,32556,-6128
1,3425,32587,-6928
1,3140,32616,-7517
1,2855,32642,-7878
1,2570,32665,-7999
1,2285,32687,-7878
1,2000,32705,-7517
1,1714,32722,-6928
1,1429,32735,-6128
1,1143,32747,-5142
1,857,32755,-4000
1,571,32762,-2736
1,285,32765,-1389
1,0,32766,0
1,-285,32765,1388
1,-571,32762,2735
1,-857,32755,3999
1,-1143,32747,5142
1,-1429,32735,6128
1,-1714,32722,6928
1,-2000,32705,7517
1,-2285,32687,7878
1,-2570,32665,7999
1,-2855,32642,7878
1,-3140,32616,7517
1,-3425,32587,6928
1,-3709,32556,6128
1,-3993,32522,5142
1,-4276,32486,4000
1,-4560,32448,2736
1,-4843,32407,1389
1,-5125,32363,0
1,-5408,32317,-1388
1,-5689,32269,-2735
1,-5971,32218,-3999
1,-6252,32164,-5142
1,-6532,32109,-6128
1,-6812,32050,-6928
1,-7092,31990,-7517
1,-7370,31927,-7878
1,-7649,31861,-7999
1,-7927,31793,-7878
1,-8204,31723,-7517
1,-8480,31650,-6928
1,-8756,31575,-6128
1,-9031,31497,-5142
1,-9306,31417,-4000
1,-9580,31335,-2736
1,-9853,31250,-1389
1,-10125,31163,0
1,-10397,31073,1388
1,-10667,30981,2735
1,-10937,30887,3999
1,-11206,30790,5142
1,-11475,30691,6128
1,-11742,30590,6928
1,-12009,30487,7517
1,-12274,30381,7878
1,-12539,30272,7999
1,-12803,30162,7878
1,-13065,30049,7517
1,-13327,29934,6928
1,-13588,29816,6128
1,-13847,29697,5142
1,-14106,29575,4000
1,-14364,29450,2736
1,-14620,29324,1389
1,-14875,29195,0
1,-15130,29064,-1388
1,-15383,28931,-2735
1,-15635,28796,-3999
1,-15885,28658,-5142
1,-16135,28518,-6128
1,-16383,28377,-6928
1,-16630,28233,-7517
1,-16876,28086,-7878
1,-17120,27938,-7999
1,-17363,27788,-7878
1,-17605,27635,-7517
1,-17846,27480,-6928
1,-18085,27323,-6128
1,-18323,27165,-5142
1,-18559,27004,-4000
1,-18794,26841,-2736
1,-19027,26676,-1389
1,-19259,26509,0
1,-19490,26340,1388
1,-19719,26168,2735
1,-19947,25995,3999
1,-20173,25820,5142
1,-20397,25643,6128
1,-20620,25464,6928
1,-20842,25283,7517
1,-21062,25101,7878
1,-21280,24916,7999
1,-21497,24729,7878
1,-21712,24541,7517
1,-21925,24350,6928
1,-22137,24158,6128
1,-22346,23964,5142
1,-22555,23768,4000
1,-22761,23570,2736
1,-22966,23371,1389
1,-23169,23169,0
1,-23371,22966,-1388
1,-23570,22761,-2735
1,-23768,22555,-3999
1,-23964,22347,-5142
1,-24158,22137,-6128
1,-24350,21925,-6928
1,-24540,21712,-7517
1,-24729,21497,-7878
1,-24916,21280,-7999
1,-25100,21062,-7878
1,-25283,20842,-7517
1,-25464,20620,-6928
1,-25643,20397,-6128
1,-25820,20173,-5142
1,-25995,19947,-4000
1,-26168,19719,-2736
1,-26339,19490,-1389
1,-26509,19260,0
1,-26676,19027,1388
1,-26841,18794,2735
1,-27004,18559,3999
1,-27165,18323,5142
1,-27323,18085,6128
1,-27480,17846,6928
1,-27635,17605,7517
1,-27787,17363,7878
1,-27938,17120,7999
1,-28086,16876,7878
1,-28232,16630,7517
1,-28377,16383,6928
1,-28518,16135,6128
1,-28658,15885,5142
1,-28796,15635,4000
1,-28931,15383,2736
1,-29064,15130,1389
1,-29195,14875,0
1,-29324,14620,-1388
1,-29450,14364,-2735
1,-29574,14106,-3999
1,-29696,13848,-5142
1,-29816,13588,-6128
1,-29934,13327,-6928
1,-30049,13065,-7517
1,-30162,12803,-7878
1,-30272,12539,-7999
1,-30381,12274,-7878
1,-30486,12009,-7517
1,-30590,11742,-6928
1,-30691,11475,-6128
1,-30790,11207,-5142
1,-30887,10937,-4000
1,-30981,10667,-2736
1,-31073,10397,-1389
1,-31163,10125,0
1,-31250,9853,1388
1,-31335,9580,2735
1,-31417,9306,3999
1,-31497,9031,5142
1,-31575,8756,6128
1,-31650,8480,6928
1,-31723,8204,7517
1,-31793,7927,7878
1,-31861,7649,7999
1,-31927,7371,7878
1,-31990,7092,7517
1,-32050,6812,6928
1,-32109,6532,6128
1,-32164,6252,5142
1,-32218,5971,4000
1,-32269,5690,2736
1,-32317,5408,1389
1,-32363,5125,0
1,-32407,4843,-1388
1,-32448,4560,-2735
1,-32486,4277,-3999
1,-32522,3993,-5141
1,-32556,3709,-6128
1,-32587,3425,-6927
1,-32616,3140,-7517
1,-32642,2855,-7878
1,-32665,2570,-7999
1,-32687,2285,-7878
1,-32705,2000,-7517
1,-32722,1714,-6928
1,-32735,1429,-6128
1,-32747,1143,-5142
1,-32755,857,-4000
1,-32762,571,-2736
1,-32765,286,-1389
1,-32766,0,0
1,-32765,-285,1388
1,-32762,-571,2735
1,-32755,-857,3999
1,-32747,-1143,5141
1,-32735,-1429,6128
1,-32722,-1714,6927
1,-32705,-2000,7517
1,-32687,-2285,7878
1,-32665,-2570,7999
1,-32642,-2855,7878
1,-32616,-3140,7517
1,-32587,-3424,6928
1,-32556,-3709,6128
1,-32522,-3993,5142
1,-32486,-4276,4000
1,-32448,-4560,2736
1,-32407,-4843,1389
1,-32363,-5125,0
1,-32317,-5408,-1388
1,-32269,-5689,-2735
1,-32218,-5971,-3999
1,-32164,-6252,-5141
1,-32109,-6532,-6128
1,-32050,-6812,-6927
1,-31990,-7091,-7517
1,-31927,-7370,-7878
1,-31861,-7649,-7999
1,-31793,-7926,-7878
1,-31723,-8204,-7517
1,-31650,-8480,-6928
1,-31575,-8756,-6128
1,-31497,-9031,-5142
1,-31417,-9306,-4000
1,-31335,-9580,-2736
1,-31250,-9853,-1389
1,-31163,-10125,0
1,-31073,-10397,1388
1,-30981,-10667,2735
1,-30887,-10937,3999
1,-30790,-11206,5141
1,-30691,-11475,6128
1,-30590,-11742,6927
1,-30487,-12009,7517
1,-30381,-12274,7878
1,-30272,-12539,7999
1,-30162,-12802,7878
1,-30049,-13065,7517
1,-29934,-13327,6928
1,-29816,-13588,6128
1,-29697,-13847,5142
1,-29575,-14106,4000
1,-29450,-14364,2736
1,-29324,-14620,1389
1,-29195,-14875,0
1,-29064,-15130,-1388
1,-28931,-15383,-2735
1,-28796,-15634,-3999
1,-28658,-15885,-5141
1,-28518,-16135,-6128
1,-28377,-16383,-6927
1,-28233,-16630,-7517
1,-28086,-16876,-7878
1,-27938,-17120,-7999
1,-27788,-17363,-7878
1,-27635,-17605,-7517
1,-27480,-17846,-6928
1,-27323,-18085,-6128
1,-27165,-18322,-5142
1,-27004,-18559,-4000
1,-26841,-18794,-2736
1,-26676,-19027,-1389
1,-26509,-19259,0
1,-26340,-19490,1388
1,-26168,-19719,2735
1,-25995,-19947,3999
1,-25820,-20173,5141
1,-25643,-20397,6128
1,-25464,-20620,6927
1,-25283,-20842,7517
1,-25101,-21062,7878
1,-24916,-21280,7999
1,-24729,-21497,7878
1,-24541,-21711,7517
1,-24350,-21925,6928
1,-24158,-22136,6128
1,-23964,-22346,5142
1,-23768,-22555,4000
1,-23570,-22761,2736
1,-23371,-22966,1389
1,-23169,-23169,0
1,-22966,-23371,-1388
1,-22761,-23570,-2735
1,-22555,-23768,-3999
1,-22347,-23964,-5141
1,-22137,-24158,-6128
1,-21925,-24350,-6927
1,-21712,-24540,-7517
1,-21497,-24729,-7878
1,-21280,-24916,-7999
1,-21062,-25100,-7878
1,-20842,-25283,-7517
1,-20621,-25464,-6928
1,-20398,-25643,-6128
1,-20173,-25820,-5142
1,-19947,-25995,-4000
1,-19719,-26168,-2736
1,-19490,-26339,-1389
1,-19260,-26508,0
1,-19027,-26676,1388
1,-18794,-26841,2735
1,-18559,-27004,3999
1,-18323,-27165,5141
1,-18085,-27323,6127
1,-17846,-27480,6927
1,-17605,-27635,7517
1,-17363,-27787,7878
1,-17120,-27938,7999
1,-16876,-28086,7878
1,-16630,-28232,7517
1,-16383,-28376,6928
1,-16135,-28518,6128
1,-15885,-28658,5142
1,-15635,-28796,4000
1,-15383,-28931,2736
1,-15130,-29064,1389
1,-14876,-29195,0
1,-14620,-29324,-1388
1,-14364,-29450,-2735
1,-14106,-29574,-3999
1,-13848,-29696,-5141
1,-13588,-29816,-6127
1,-13327,-29934,-6927
1,-13065,-30049,-7517
1,-12803,-30162,-7878
1,-12539,-30272,-7999
1,-12274,-30380,-7878
1,-12009,-30486,-7517
1,-11742,-30590,-6928
1,-11475,-30691,-6128
1,-11207,-30790,-5142
1,-10937,-30887,-4000
1,-10668,-30981,-2736
1,-10397,-31073,-1389
1,-10125,-31163,0
1,-9853,-31250,1388
1,-9580,-31335,2735
1,-9306,-31417,3999
1,-9031,-31497,5141
1,-8756,-31575,6127
1,-8480,-31650,6927
1,-8204,-31723,7517
1,-7927,-31793,7878
1,-7649,-31861,7999
1,-7371,-31927,7878
1,-7092,-31990,7517
1,-6812,-32050,6928
1,-6532,-32109,6128
1,-6252,-32164,5142
1,-5971,-32218,4000
1,-5690,-32269,2736
1,-5408,-32317,1389
1,-5126,-32363,0
1,-4843,-32407,-1388
1,-4560,-32448,-2735
1,-4277,-32486,-3999
1,-3993,-32522,-5141
1,-3709,-32556,-6127
1,-3425,-32587,-6927
1,-3140,-32616,-7517
1,-2855,-32642,-7878
1,-2570,-32665,-7999
1,-2285,-32687,-7878
1,-2000,-32705,-7517
1,-1715,-32722,-6928
1,-1429,-32735,-6128
1,-1143,-32747,-5142
1,-857,-32755,-4000
1,-571,-32762,-2736
1,-286,-32765,-1389
1,0,-32766,0
1,285,-32765,1388
1,571,-32762,2735
1,857,-32755,3999
1,1143,-32747,5141
1,1429,-32735,6127
1,1714,-32722,6927
1,2000,-32705,7517
1,2285,-32687,7878
1,2570,-32666,7999
1,2855,-32642,7878
1,3140,-32616,7517
1,3424,-32587,6928
1,3709,-32556,6128
1,3993,-32522,5142
1,4276,-32486,4000
1,4560,-32448,2736
1,4843,-32407,1389
1,5125,-32363,0
1,5407,-32317,-1388
1,5689,-32269,-2735
1,5971,-32218,-3999
1,6252,-32165,-5141
1,6532,-32109,-6127
1,6812,-32050,-6927
1,7091,-31990,-7517
1,7370,-31927,-7878
1,7649,-31861,-7999
1,7926,-31793,-7878
1,8204,-31723,-7517
1,8480,-31650,-6928
1,8756,-31575,-6128
1,9031,-31497,-5142
1,9306,-31417,-4000
1,9580,-31335,-2736
1,9853,-31250,-1389
1,10125,-31163,0
1,10396,-31073,1388
1,10667,-30981,2735
1,10937,-30887,3999
1,11206,-30790,5141
1,11475,-30691,6127
1,11742,-30590,6927
1,12009,-30487,7517
1,12274,-30381,7878
1,12539,-30272,7999
1,12802,-30162,7878
1,13065,-30049,7517
1,13327,-29934,6928
1,13588,-29816,6128
1,13847,-29697,5142
1,14106,-29575,4000
1,14363,-29450,2736
1,14620,-29324,1389
1,14875,-29195,0
1,15129,-29064,-1388
1,15383,-28931,-2735
1,15634,-28796,-3999
1,15885,-28658,-5141
1,16135,-28519,-6127
1,16383,-28377,-6927
1,16630,-28233,-7517
1,16876,-28086,-7878
1,17120,-27938,-7999
1,17363,-27788,-7878
1,17605,-27635,-7517
1,17846,-27480,-6928
1,18085,-27324,-6128
1,18322,-27165,-5142
1,18559,-27004,-4000
1,18794,-26841,-2736
1,19027,-26676,-1389
1,19259,-26509,0
1,19490,-26340,1388
1,19719,-26168,2735
1,19947,-25995,3999
1,20173,-25820,5141
1,20397,-25643,6127
1,20620,-25464,6927
1,20842,-25283,7517
1,21062,-25101,7878
1,21280,-24916,7999
1,21496,-24729,7878
1,21711,-24541,7517
1,21925,-24350,6928
1,22136,-24158,6128
1,22346,-23964,5142
1,22555,-23768,4000
1,22761,-23570,2736
1,22966,-23371,1389
1,23169,-23169,0
1,23370,-22966,-1388
1,23570,-22761,-2735
1,23768,-22555,-3999
1,23964,-22347,-5141
1,24158,-22137,-6127
1,24350,-21925,-6927
1,24540,-21712,-7517
1,24729,-21497,-7878
1,24916,-21280,-7999
1,25100,-21062,-7878
1,25283,-20842,-7517
1,25464,-20621,-6928
1,25643,-20398,-6128
1,25820,-20173,-5142
1,25995,-19947,-4000
1,26168,-19719,-2736
1,26339,-19490,-1389
1,26508,-19260,0
1,26676,-19028,1388
1,26841,-18794,2735
1,27004,-18559,3999
1,27164,-18323,5141
1,27323,-18085,6127
1,27480,-17846,6927
1,27635,-17605,7517
1,27787,-17363,7878
1,27938,-17120,7999
1,28086,-16876,7878
1,28232,-16630,7517
1,28376,-16383,6928
1,28518,-16135,6128
1,28658,-15885,5142
1,28796,-15635,4000
1,28931,-15383,2736
1,29064,-15130,1389
1,29195,-14876,0
1,29324,-14620,-1388
1,29450,-14364,-2735
1,29574,-14106,-3999
1,29696,-13848,-5141
1,29816,-13588,-6127
1,29934,-13327,-6927
1,30049,-13065,-7517
1,30162,-12803,-7878
1,30272,-12539,-7999
1,30380,-12274,-7878
1,30486,-12009,-7517
1,30590,-11742,-6928
1,30691,-11475,-6128
1,30790,-11207,-5142
1,30887,-10938,-4000
1,30981,-10668,-2736
1,31073,-10397,-1389
1,31163,-10125,0
1,31250,-9853,1388
1,31335,-9580,2735
1,31417,-9306,3999
1,31497,-9031,5141
1,31575,-8756,6127
1,31650,-8480,6927
1,31723,-8204,7517
1,31793,-7927,7878
1,31861,-7649,7999
1,31927,-7371,7878
1,31990,-7092,7517
1,32050,-6812,6928
1,32109,-6532,6128
1,32164,-6252,5142
1,32218,-5971,4000
1,32269,-5690,2736
1,32317,-5408,1389
1,32363,-5126,0
1,32407,-4843,-1388
1,32448,-4560,-2735
1,32486,-4277,-3999
1,32522,-3993,-5141
1,32556,-3709,-6127
1,32587,-3425,-6927
1,32616,-3140,-7517
1,32642,-2856,-7878
1,32665,-2571,-7999
1,32687,-2285,-7878
1,32705,-2000,-7517
1,32722,-1715,-6928
1,32735,-1429,-6128
1,32747,-1143,-5142
1,32755,-857,-4000
1,32762,-572,-2736
1,32765,-286,-1390
